Movie_Name,Release_Date,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Poster_Url
Movie 5000,1988-08-28,"A dramatic journey of love, loss, and redemption.",776.14,13878,10.0,hi,Comedy,https://image.tmdb.org/t/p/w500/sample_poster_5000.jpg
Movie 5001,1981-04-15,An action-packed mission to save the world.,419.64,2122,6.5,hi,"Animation, Adventure",https://image.tmdb.org/t/p/w500/sample_poster_5001.jpg
Movie 5002,1986-01-12,A group of friends embark on an unforgettable adventure.,380.36,5527,2.6,hi,Sci-Fi,https://image.tmdb.org/t/p/w500/sample_poster_5002.jpg
Movie 5003,2009-03-07,"A dramatic journey of love, loss, and redemption.",765.82,17896,7.6,ja,Adventure,https://image.tmdb.org/t/p/w500/sample_poster_5003.jpg
Movie 5004,2001-10-05,An action-packed mission to save the world.,513.7,16095,4.3,ko,"Comedy, Action",https://image.tmdb.org/t/p/w500/sample_poster_5004.jpg
Movie 5005,2020-06-25,"A dramatic journey of love, loss, and redemption.",754.41,15634,8.6,de,Thriller,https://image.tmdb.org/t/p/w500/sample_poster_5005.jpg
Movie 5006,1986-09-10,"A dramatic journey of love, loss, and redemption.",952.27,7121,3.0,it,"Drama, Fantasy",https://image.tmdb.org/t/p/w500/sample_poster_5006.jpg
Movie 5007,2002-08-24,A mysterious event changes everything for a small town.,202.52,10070,9.2,fr,"Fantasy, Sci-Fi",https://image.tmdb.org/t/p/w500/sample_poster_5007.jpg
Movie 5008,2008-03-03,"A dramatic journey of love, loss, and redemption.",701.8,3041,4.7,de,"Drama, Adventure",https://image.tmdb.org/t/p/w500/sample_poster_5008.jpg
Movie 5009,2003-09-01,A thrilling story about courage and destiny.,755.08,6139,4.0,de,Thriller,https://image.tmdb.org/t/p/w500/sample_poster_5009.jpg
Movie 5010,2015-06-29,A group of friends embark on an unforgettable adventure.,847.11,19972,9.1,es,"Horror, Romance",https://image.tmdb.org/t/p/w500/sample_poster_5010.jpg
Movie 5011,2012-01-15,A thrilling story about courage and destiny.,391.37,13322,6.0,en,"Comedy, Action",https://image.tmdb.org/t/p/w500/sample_poster_5011.jpg
Movie 5012,1988-12-30,A thrilling story about courage and destiny.,741.17,5049,5.1,en,Drama,https://image.tmdb.org/t/p/w500/sample_poster_5012.jpg
Movie 5013,2023-03-01,A group of friends embark on an unforgettable adventure.,369.48,11897,1.0,es,"Sci-Fi, Fantasy",https://image.tmdb.org/t/p/w500/sample_poster_5013.jpg
Movie 5014,1995-03-20,A mysterious event changes everything for a small town.,513.03,2522,2.2,it,"Horror, Romance",https://image.tmdb.org/t/p/w500/sample_poster_5014.jpg
Movie 5015,1999-08-24,A group of friends embark on an unforgettable adventure.,748.35,3423,4.8,es,"Sci-Fi, Romance",https://image.tmdb.org/t/p/w500/sample_poster_5015.jpg
Movie 5016,1992-06-21,A thrilling story about courage and destiny.,486.41,16536,6.0,de,"Sci-Fi, Adventure",https://image.tmdb.org/t/p/w500/sample_poster_5016.jpg
Movie 5017,1988-03-24,A mysterious event changes everything for a small town.,256.6,5564,6.7,de,"Adventure, Thriller",https://image.tmdb.org/t/p/w500/sample_poster_5017.jpg
Movie 5018,1997-02-02,A hero rises to face an unexpected challenge.,852.2,6134,6.3,de,"Horror, Sci-Fi",https://image.tmdb.org/t/p/w500/sample_poster_5018.jpg
Movie 5019,1983-12-11,A mysterious event changes everything for a small town.,154.4,15124,4.3,hi,Horror,https://image.tmdb.org/t/p/w500/sample_poster_5019.jpg
Movie 5020,1993-08-02,A hero rises to face an unexpected challenge.,506.16,2684,5.5,en,"Romance, Comedy",https://image.tmdb.org/t/p/w500/sample_poster_5020.jpg
Movie 5021,1983-04-06,A hero rises to face an unexpected challenge.,334.64,14522,6.8,en,"Sci-Fi, Comedy",https://image.tmdb.org/t/p/w500/sample_poster_5021.jpg
Movie 5022,1989-12-03,An action-packed mission to save the world.,273.01,19342,5.6,ja,"Animation, Comedy",https://image.tmdb.org/t/p/w500/sample_poster_5022.jpg
Movie 5023,1980-04-07,A group of friends embark on an unforgettable adventure.,34.19,18915,5.4,ko,Comedy,https://image.tmdb.org/t/p/w500/sample_poster_5023.jpg
Movie 5024,1982-12-08,"A dramatic journey of love, loss, and redemption.",481.01,16105,5.5,fr,Fantasy,https://image.tmdb.org/t/p/w500/sample_poster_5024.jpg
Movie 5025,2012-04-29,A hero rises to face an unexpected challenge.,154.74,8118,3.2,fr,"Sci-Fi, Horror",https://image.tmdb.org/t/p/w500/sample_poster_5025.jpg
Movie 5026,1982-03-13,"A dramatic journey of love, loss, and redemption.",79.53,8341,4.6,ko,Comedy,https://image.tmdb.org/t/p/w500/sample_poster_5026.jpg
Movie 5027,1993-03-13,A mysterious event changes everything for a small town.,863.16,17240,4.4,es,Adventure,https://image.tmdb.org/t/p/w500/sample_poster_5027.jpg
Movie 5028,2004-07-17,A mysterious event changes everything for a small town.,695.16,3255,8.7,fr,"Animation, Horror",https://image.tmdb.org/t/p/w500/sample_poster_5028.jpg
Movie 5029,2023-03-15,A group of friends embark on an unforgettable adventure.,822.12,631,9.9,es,Adventure,https://image.tmdb.org/t/p/w500/sample_poster_5029.jpg
Movie 5030,2009-01-15,A group of friends embark on an unforgettable adventure.,687.71,16324,2.1,it,Sci-Fi,https://image.tmdb.org/t/p/w500/sample_poster_5030.jpg
Movie 5031,2002-05-30,"A dramatic journey of love, loss, and redemption.",557.43,4951,2.9,it,Comedy,https://image.tmdb.org/t/p/w500/sample_poster_5031.jpg
Movie 5032,2010-06-15,A group of friends embark on an unforgettable adventure.,544.6,8315,1.9,it,"Comedy, Sci-Fi",https://image.tmdb.org/t/p/w500/sample_poster_5032.jpg
Movie 5033,2005-06-01,A mysterious event changes everything for a small town.,392.07,10366,6.7,es,"Fantasy, Thriller",https://image.tmdb.org/t/p/w500/sample_poster_5033.jpg
Movie 5034,1996-05-23,An action-packed mission to save the world.,576.52,2691,6.9,ko,Adventure,https://image.tmdb.org/t/p/w500/sample_poster_5034.jpg
Movie 5035,1989-01-10,A thrilling story about courage and destiny.,542.39,12367,3.6,ko,"Horror, Action",https://image.tmdb.org/t/p/w500/sample_poster_5035.jpg
Movie 5036,1984-09-19,A group of friends embark on an unforgettable adventure.,57.43,13042,5.1,it,Thriller,https://image.tmdb.org/t/p/w500/sample_poster_5036.jpg
Movie 5037,1982-08-12,A hero rises to face an unexpected challenge.,987.16,929,9.8,fr,"Sci-Fi, Thriller",https://image.tmdb.org/t/p/w500/sample_poster_5037.jpg
Movie 5038,1981-01-27,A mysterious event changes everything for a small town.,562.42,13747,1.2,ko,"Drama, Thriller",https://image.tmdb.org/t/p/w500/sample_poster_5038.jpg
Movie 5039,2013-11-27,A mysterious event changes everything for a small town.,886.18,534,1.8,fr,"Sci-Fi, Adventure",https://image.tmdb.org/t/p/w500/sample_poster_5039.jpg
Movie 5040,1995-07-15,A hero rises to face an unexpected challenge.,28.33,13222,1.9,de,"Drama, Animation",https://image.tmdb.org/t/p/w500/sample_poster_5040.jpg
Movie 5041,1983-10-04,An action-packed mission to save the world.,945.83,10460,7.0,es,Action,https://image.tmdb.org/t/p/w500/sample_poster_5041.jpg
Movie 5042,2014-07-25,A group of friends embark on an unforgettable adventure.,364.81,19596,7.3,es,Animation,https://image.tmdb.org/t/p/w500/sample_poster_5042.jpg
Movie 5043,1981-02-25,An action-packed mission to save the world.,635.25,1941,5.0,fr,Adventure,https://image.tmdb.org/t/p/w500/sample_poster_5043.jpg
Movie 5044,1984-08-19,"A dramatic journey of love, loss, and redemption.",955.32,12712,2.6,ko,Fantasy,https://image.tmdb.org/t/p/w500/sample_poster_5044.jpg
Movie 5045,1991-02-11,"A dramatic journey of love, loss, and redemption.",390.62,11009,8.8,hi,Fantasy,https://image.tmdb.org/t/p/w500/sample_poster_5045.jpg
Movie 5046,2023-08-08,A thrilling story about courage and destiny.,473.57,8421,4.5,it,"Horror, Adventure",https://image.tmdb.org/t/p/w500/sample_poster_5046.jpg
Movie 5047,1984-06-18,An action-packed mission to save the world.,969.27,5857,1.3,fr,Horror,https://image.tmdb.org/t/p/w500/sample_poster_5047.jpg
Movie 5048,1981-06-29,A hero rises to face an unexpected challenge.,370.01,19595,5.3,hi,Thriller,https://image.tmdb.org/t/p/w500/sample_poster_5048.jpg
Movie 5049,1992-08-07,A hero rises to face an unexpected challenge.,35.26,7685,5.4,ja,"Fantasy, Animation",https://image.tmdb.org/t/p/w500/sample_poster_5049.jpg
Movie 5050,2008-04-10,A group of friends embark on an unforgettable adventure.,184.09,7100,4.2,it,Horror,https://image.tmdb.org/t/p/w500/sample_poster_5050.jpg
Movie 5051,1994-05-25,A mysterious event changes everything for a small town.,127.56,3679,7.7,en,"Drama, Adventure",https://image.tmdb.org/t/p/w500/sample_poster_5051.jpg
Movie 5052,1995-04-13,A hero rises to face an unexpected challenge.,557.63,12352,8.6,es,Horror,https://image.tmdb.org/t/p/w500/sample_poster_5052.jpg
Movie 5053,1990-02-26,A thrilling story about courage and destiny.,811.76,18560,9.1,ja,Animation,https://image.tmdb.org/t/p/w500/sample_poster_5053.jpg
Movie 5054,2000-01-01,A thrilling story about courage and destiny.,421.98,13560,2.6,es,"Comedy, Fantasy",https://image.tmdb.org/t/p/w500/sample_poster_5054.jpg
Movie 5055,2016-12-11,An action-packed mission to save the world.,889.68,19867,2.1,ko,"Romance, Drama",https://image.tmdb.org/t/p/w500/sample_poster_5055.jpg
Movie 5056,2013-09-16,An action-packed mission to save the world.,902.25,4770,8.3,hi,"Thriller, Action",https://image.tmdb.org/t/p/w500/sample_poster_5056.jpg
Movie 5057,1982-08-24,A group of friends embark on an unforgettable adventure.,762.14,4883,7.4,de,Drama,https://image.tmdb.org/t/p/w500/sample_poster_5057.jpg
Movie 5058,2013-09-30,A thrilling story about courage and destiny.,786.2,17964,3.5,es,"Fantasy, Drama",https://image.tmdb.org/t/p/w500/sample_poster_5058.jpg
Movie 5059,2020-02-22,"A dramatic journey of love, loss, and redemption.",591.26,11345,4.0,en,Drama,https://image.tmdb.org/t/p/w500/sample_poster_5059.jpg
Movie 5060,2021-04-08,A thrilling story about courage and destiny.,490.23,10287,3.0,ja,Action,https://image.tmdb.org/t/p/w500/sample_poster_5060.jpg
Movie 5061,2001-07-26,"A dramatic journey of love, loss, and redemption.",166.56,14134,7.6,hi,"Adventure, Horror",https://image.tmdb.org/t/p/w500/sample_poster_5061.jpg
Movie 5062,1984-02-19,A hero rises to face an unexpected challenge.,272.68,7747,7.8,es,"Adventure, Sci-Fi",https://image.tmdb.org/t/p/w500/sample_poster_5062.jpg
Movie 5063,2017-01-31,An action-packed mission to save the world.,701.19,1517,8.7,ja,"Romance, Comedy",https://image.tmdb.org/t/p/w500/sample_poster_5063.jpg
Movie 5064,2021-01-17,A mysterious event changes everything for a small town.,950.67,5948,4.3,ja,Comedy,https://image.tmdb.org/t/p/w500/sample_poster_5064.jpg
Movie 5065,2005-05-16,"A dramatic journey of love, loss, and redemption.",795.17,3599,6.7,it,Sci-Fi,https://image.tmdb.org/t/p/w500/sample_poster_5065.jpg
Movie 5066,2005-10-15,A group of friends embark on an unforgettable adventure.,814.66,17303,9.5,es,"Sci-Fi, Drama",https://image.tmdb.org/t/p/w500/sample_poster_5066.jpg
Movie 5067,2001-06-26,An action-packed mission to save the world.,145.99,12102,8.6,ja,Adventure,https://image.tmdb.org/t/p/w500/sample_poster_5067.jpg
Movie 5068,2000-08-30,A group of friends embark on an unforgettable adventure.,590.15,4236,7.1,fr,Thriller,https://image.tmdb.org/t/p/w500/sample_poster_5068.jpg
Movie 5069,2022-05-09,"A dramatic journey of love, loss, and redemption.",246.9,12341,8.5,es,"Animation, Comedy",https://image.tmdb.org/t/p/w500/sample_poster_5069.jpg
Movie 5070,1980-08-15,"A dramatic journey of love, loss, and redemption.",283.7,7834,3.5,hi,Horror,https://image.tmdb.org/t/p/w500/sample_poster_5070.jpg
Movie 5071,2000-10-20,A mysterious event changes everything for a small town.,502.0,12519,6.1,de,Sci-Fi,https://image.tmdb.org/t/p/w500/sample_poster_5071.jpg
Movie 5072,2002-03-19,A thrilling story about courage and destiny.,466.46,17085,4.1,en,Drama,https://image.tmdb.org/t/p/w500/sample_poster_5072.jpg
Movie 5073,1980-07-31,A thrilling story about courage and destiny.,307.24,4727,2.0,ko,"Comedy, Animation",https://image.tmdb.org/t/p/w500/sample_poster_5073.jpg
Movie 5074,1988-09-09,"A dramatic journey of love, loss, and redemption.",297.35,14308,2.1,de,"Sci-Fi, Drama",https://image.tmdb.org/t/p/w500/sample_poster_5074.jpg
Movie 5075,2017-02-24,"A dramatic journey of love, loss, and redemption.",689.63,17562,6.2,en,"Fantasy, Animation",https://image.tmdb.org/t/p/w500/sample_poster_5075.jpg
Movie 5076,2018-02-26,An action-packed mission to save the world.,366.1,5325,2.6,de,"Animation, Drama",https://image.tmdb.org/t/p/w500/sample_poster_5076.jpg
Movie 5077,1980-03-18,An action-packed mission to save the world.,25.22,16059,5.6,hi,"Romance, Action",https://image.tmdb.org/t/p/w500/sample_poster_5077.jpg
Movie 5078,1988-05-24,A thrilling story about courage and destiny.,109.94,1678,5.5,hi,Romance,https://image.tmdb.org/t/p/w500/sample_poster_5078.jpg
Movie 5079,2016-03-21,A group of friends embark on an unforgettable adventure.,4.84,8719,4.4,fr,Animation,https://image.tmdb.org/t/p/w500/sample_poster_5079.jpg
Movie 5080,1984-08-18,An action-packed mission to save the world.,379.28,3675,7.2,it,"Sci-Fi, Adventure",https://image.tmdb.org/t/p/w500/sample_poster_5080.jpg
Movie 5081,2011-12-27,A hero rises to face an unexpected challenge.,550.77,4597,2.1,it,"Horror, Fantasy",https://image.tmdb.org/t/p/w500/sample_poster_5081.jpg
Movie 5082,1983-09-17,A mysterious event changes everything for a small town.,249.86,5550,1.6,fr,"Thriller, Action",https://image.tmdb.org/t/p/w500/sample_poster_5082.jpg
Movie 5083,2011-07-23,A hero rises to face an unexpected challenge.,738.63,5394,6.6,en,Horror,https://image.tmdb.org/t/p/w500/sample_poster_5083.jpg
Movie 5084,2010-11-04,A thrilling story about courage and destiny.,743.83,11051,7.5,ko,Drama,https://image.tmdb.org/t/p/w500/sample_poster_5084.jpg
Movie 5085,2005-03-16,A hero rises to face an unexpected challenge.,96.4,15844,3.8,ja,Horror,https://image.tmdb.org/t/p/w500/sample_poster_5085.jpg
Movie 5086,1997-02-05,An action-packed mission to save the world.,263.15,10610,3.5,ja,"Romance, Adventure",https://image.tmdb.org/t/p/w500/sample_poster_5086.jpg
Movie 5087,1994-04-10,A mysterious event changes everything for a small town.,973.12,7355,2.0,ko,Thriller,https://image.tmdb.org/t/p/w500/sample_poster_5087.jpg
Movie 5088,2011-03-13,A mysterious event changes everything for a small town.,726.99,8838,4.5,es,"Animation, Romance",https://image.tmdb.org/t/p/w500/sample_poster_5088.jpg
Movie 5089,2015-01-06,An action-packed mission to save the world.,293.56,5240,2.1,en,Action,https://image.tmdb.org/t/p/w500/sample_poster_5089.jpg
Movie 5090,1986-05-19,A thrilling story about courage and destiny.,561.79,5252,3.5,de,"Fantasy, Drama",https://image.tmdb.org/t/p/w500/sample_poster_5090.jpg
Movie 5091,2021-02-09,A hero rises to face an unexpected challenge.,311.94,7361,6.2,de,"Fantasy, Animation",https://image.tmdb.org/t/p/w500/sample_poster_5091.jpg
Movie 5092,2001-12-28,A mysterious event changes everything for a small town.,423.04,8627,8.0,en,Comedy,https://image.tmdb.org/t/p/w500/sample_poster_5092.jpg
Movie 5093,1993-08-18,A thrilling story about courage and destiny.,226.92,19586,7.3,ja,"Thriller, Fantasy",https://image.tmdb.org/t/p/w500/sample_poster_5093.jpg
Movie 5094,2004-01-27,An action-packed mission to save the world.,931.8,7981,6.1,hi,Comedy,https://image.tmdb.org/t/p/w500/sample_poster_5094.jpg
Movie 5095,1985-08-29,An action-packed mission to save the world.,793.79,15611,3.8,en,Comedy,https://image.tmdb.org/t/p/w500/sample_poster_5095.jpg
Movie 5096,2011-07-02,"A dramatic journey of love, loss, and redemption.",597.86,3301,7.3,en,Drama,https://image.tmdb.org/t/p/w500/sample_poster_5096.jpg
Movie 5097,2018-08-24,"A dramatic journey of love, loss, and redemption.",90.47,18605,9.7,hi,Action,https://image.tmdb.org/t/p/w500/sample_poster_5097.jpg
Movie 5098,1998-03-23,An action-packed mission to save the world.,696.44,2784,2.5,it,"Romance, Drama",https://image.tmdb.org/t/p/w500/sample_poster_5098.jpg
Movie 5099,2017-04-02,A group of friends embark on an unforgettable adventure.,712.82,17072,2.0,ja,Drama,https://image.tmdb.org/t/p/w500/sample_poster_5099.jpg
Movie 5100,2010-06-09,An action-packed mission to save the world.,194.22,17585,1.3,hi,"Adventure, Animation",https://image.tmdb.org/t/p/w500/sample_poster_5100.jpg
Movie 5101,2010-04-08,A thrilling story about courage and destiny.,338.67,19442,3.5,it,Adventure,https://image.tmdb.org/t/p/w500/sample_poster_5101.jpg
Movie 5102,2022-05-30,"A dramatic journey of love, loss, and redemption.",654.54,4852,8.4,de,Adventure,https://image.tmdb.org/t/p/w500/sample_poster_5102.jpg
Movie 5103,1993-09-04,A hero rises to face an unexpected challenge.,617.25,18409,4.5,ko,Comedy,https://image.tmdb.org/t/p/w500/sample_poster_5103.jpg
Movie 5104,1986-08-13,A mysterious event changes everything for a small town.,713.72,11988,6.3,ja,Fantasy,https://image.tmdb.org/t/p/w500/sample_poster_5104.jpg
Movie 5105,1992-06-02,A group of friends embark on an unforgettable adventure.,662.98,8579,6.2,ko,"Sci-Fi, Horror",https://image.tmdb.org/t/p/w500/sample_poster_5105.jpg
Movie 5106,2005-08-15,A group of friends embark on an unforgettable adventure.,59.85,12154,8.4,fr,Drama,https://image.tmdb.org/t/p/w500/sample_poster_5106.jpg
Movie 5107,2002-12-20,A hero rises to face an unexpected challenge.,679.3,19415,9.1,fr,"Thriller, Animation",https://image.tmdb.org/t/p/w500/sample_poster_5107.jpg
Movie 5108,2001-02-12,A thrilling story about courage and destiny.,623.66,10831,3.1,de,"Adventure, Sci-Fi",https://image.tmdb.org/t/p/w500/sample_poster_5108.jpg
Movie 5109,1992-06-04,A mysterious event changes everything for a small town.,44.28,15872,1.2,en,"Drama, Sci-Fi",https://image.tmdb.org/t/p/w500/sample_poster_5109.jpg
Movie 5110,2004-06-03,A mysterious event changes everything for a small town.,55.49,2172,2.2,de,Action,https://image.tmdb.org/t/p/w500/sample_poster_5110.jpg
Movie 5111,2011-07-19,An action-packed mission to save the world.,682.17,16124,5.2,ko,Drama,https://image.tmdb.org/t/p/w500/sample_poster_5111.jpg
Movie 5112,2017-03-02,A group of friends embark on an unforgettable adventure.,632.77,10305,4.3,de,"Romance, Action",https://image.tmdb.org/t/p/w500/sample_poster_5112.jpg
Movie 5113,2015-06-21,An action-packed mission to save the world.,383.58,16065,2.6,en,"Comedy, Horror",https://image.tmdb.org/t/p/w500/sample_poster_5113.jpg
Movie 5114,2019-03-24,An action-packed mission to save the world.,534.34,13534,7.6,it,"Adventure, Comedy",https://image.tmdb.org/t/p/w500/sample_poster_5114.jpg
Movie 5115,2001-04-29,A hero rises to face an unexpected challenge.,61.12,8079,7.0,ja,"Adventure, Action",https://image.tmdb.org/t/p/w500/sample_poster_5115.jpg
Movie 5116,2002-05-15,An action-packed mission to save the world.,109.51,16961,9.8,en,"Action, Drama",https://image.tmdb.org/t/p/w500/sample_poster_5116.jpg
Movie 5117,2011-03-12,"A dramatic journey of love, loss, and redemption.",587.33,8577,4.5,es,Drama,https://image.tmdb.org/t/p/w500/sample_poster_5117.jpg
Movie 5118,2013-12-16,An action-packed mission to save the world.,559.81,9850,9.9,it,"Animation, Horror",https://image.tmdb.org/t/p/w500/sample_poster_5118.jpg
Movie 5119,1981-02-05,A group of friends embark on an unforgettable adventure.,136.36,8740,4.7,ko,"Romance, Thriller",https://image.tmdb.org/t/p/w500/sample_poster_5119.jpg
Movie 5120,1990-08-31,A hero rises to face an unexpected challenge.,813.32,19426,5.5,fr,Adventure,https://image.tmdb.org/t/p/w500/sample_poster_5120.jpg
Movie 5121,1997-02-28,A hero rises to face an unexpected challenge.,896.64,14428,8.6,en,Animation,https://image.tmdb.org/t/p/w500/sample_poster_5121.jpg
Movie 5122,2022-05-17,An action-packed mission to save the world.,92.08,10640,8.4,fr,"Drama, Romance",https://image.tmdb.org/t/p/w500/sample_poster_5122.jpg
Movie 5123,1991-11-26,A hero rises to face an unexpected challenge.,277.88,17663,5.8,ko,Drama,https://image.tmdb.org/t/p/w500/sample_poster_5123.jpg
Movie 5124,1994-11-05,A thrilling story about courage and destiny.,897.7,4274,4.6,de,"Sci-Fi, Romance",https://image.tmdb.org/t/p/w500/sample_poster_5124.jpg
Movie 5125,2012-05-18,A group of friends embark on an unforgettable adventure.,315.33,12302,9.8,it,"Fantasy, Drama",https://image.tmdb.org/t/p/w500/sample_poster_5125.jpg
Movie 5126,2011-01-12,"A dramatic journey of love, loss, and redemption.",221.83,13145,9.3,fr,"Action, Sci-Fi",https://image.tmdb.org/t/p/w500/sample_poster_5126.jpg
Movie 5127,2011-05-28,"A dramatic journey of love, loss, and redemption.",967.22,2521,5.7,en,Thriller,https://image.tmdb.org/t/p/w500/sample_poster_5127.jpg
Movie 5128,2021-12-05,A group of friends embark on an unforgettable adventure.,558.58,690,8.2,ja,"Romance, Adventure",https://image.tmdb.org/t/p/w500/sample_poster_5128.jpg
Movie 5129,1986-10-06,A thrilling story about courage and destiny.,864.98,4342,3.9,en,"Horror, Fantasy",https://image.tmdb.org/t/p/w500/sample_poster_5129.jpg
Movie 5130,2005-12-08,A group of friends embark on an unforgettable adventure.,367.12,9311,4.3,fr,Drama,https://image.tmdb.org/t/p/w500/sample_poster_5130.jpg
Movie 5131,1993-01-25,"A dramatic journey of love, loss, and redemption.",971.98,4342,3.1,ko,Adventure,https://image.tmdb.org/t/p/w500/sample_poster_5131.jpg
Movie 5132,2008-03-12,A thrilling story about courage and destiny.,550.68,14749,5.6,de,Adventure,https://image.tmdb.org/t/p/w500/sample_poster_5132.jpg
Movie 5133,2006-03-08,A thrilling story about courage and destiny.,124.84,4892,4.6,fr,Fantasy,https://image.tmdb.org/t/p/w500/sample_poster_5133.jpg
Movie 5134,2003-04-21,A group of friends embark on an unforgettable adventure.,709.28,16703,6.6,es,"Sci-Fi, Drama",https://image.tmdb.org/t/p/w500/sample_poster_5134.jpg
Movie 5135,1980-11-13,A mysterious event changes everything for a small town.,486.76,169,2.8,ja,"Horror, Action",https://image.tmdb.org/t/p/w500/sample_poster_5135.jpg
Movie 5136,1985-08-03,A mysterious event changes everything for a small town.,632.95,11558,4.5,es,"Action, Adventure",https://image.tmdb.org/t/p/w500/sample_poster_5136.jpg
Movie 5137,2008-11-09,A mysterious event changes everything for a small town.,680.36,14508,5.1,de,Drama,https://image.tmdb.org/t/p/w500/sample_poster_5137.jpg
Movie 5138,1996-06-21,A hero rises to face an unexpected challenge.,56.0,14111,4.7,ko,"Horror, Adventure",https://image.tmdb.org/t/p/w500/sample_poster_5138.jpg
Movie 5139,2020-08-14,"A dramatic journey of love, loss, and redemption.",379.55,6363,7.8,ja,"Horror, Romance",https://image.tmdb.org/t/p/w500/sample_poster_5139.jpg
Movie 5140,2012-02-19,An action-packed mission to save the world.,458.18,7813,7.9,ko,Adventure,https://image.tmdb.org/t/p/w500/sample_poster_5140.jpg
Movie 5141,1983-12-05,A hero rises to face an unexpected challenge.,527.98,1553,4.1,fr,Animation,https://image.tmdb.org/t/p/w500/sample_poster_5141.jpg
Movie 5142,2011-08-05,A mysterious event changes everything for a small town.,88.87,15958,9.4,it,Horror,https://image.tmdb.org/t/p/w500/sample_poster_5142.jpg
Movie 5143,2014-07-07,A thrilling story about courage and destiny.,554.21,14844,5.1,hi,Action,https://image.tmdb.org/t/p/w500/sample_poster_5143.jpg
Movie 5144,2005-12-25,A thrilling story about courage and destiny.,570.02,14612,7.5,es,"Sci-Fi, Comedy",https://image.tmdb.org/t/p/w500/sample_poster_5144.jpg
Movie 5145,1995-02-24,A hero rises to face an unexpected challenge.,158.7,5529,5.2,fr,Sci-Fi,https://image.tmdb.org/t/p/w500/sample_poster_5145.jpg
Movie 5146,1993-04-06,A mysterious event changes everything for a small town.,529.32,19927,6.8,it,"Adventure, Animation",https://image.tmdb.org/t/p/w500/sample_poster_5146.jpg
Movie 5147,1988-03-09,"A dramatic journey of love, loss, and redemption.",952.61,12980,4.5,it,"Action, Adventure",https://image.tmdb.org/t/p/w500/sample_poster_5147.jpg
Movie 5148,1997-06-24,A hero rises to face an unexpected challenge.,510.73,2148,3.2,ja,Sci-Fi,https://image.tmdb.org/t/p/w500/sample_poster_5148.jpg
Movie 5149,2016-05-16,A thrilling story about courage and destiny.,124.87,7466,6.9,de,"Thriller, Sci-Fi",https://image.tmdb.org/t/p/w500/sample_poster_5149.jpg
Movie 5150,2004-09-25,A group of friends embark on an unforgettable adventure.,994.96,17065,1.4,de,Romance,https://image.tmdb.org/t/p/w500/sample_poster_5150.jpg
Movie 5151,1981-03-01,A group of friends embark on an unforgettable adventure.,165.11,7884,6.8,fr,"Sci-Fi, Horror",https://image.tmdb.org/t/p/w500/sample_poster_5151.jpg
Movie 5152,2015-07-05,An action-packed mission to save the world.,664.14,11401,5.4,ko,"Horror, Sci-Fi",https://image.tmdb.org/t/p/w500/sample_poster_5152.jpg
Movie 5153,1995-02-01,"A dramatic journey of love, loss, and redemption.",735.54,2633,7.1,fr,Adventure,https://image.tmdb.org/t/p/w500/sample_poster_5153.jpg
Movie 5154,2002-01-22,A hero rises to face an unexpected challenge.,337.68,1585,4.5,hi,"Adventure, Thriller",https://image.tmdb.org/t/p/w500/sample_poster_5154.jpg
Movie 5155,2006-04-13,An action-packed mission to save the world.,896.16,7445,9.0,ja,Drama,https://image.tmdb.org/t/p/w500/sample_poster_5155.jpg
Movie 5156,2007-10-29,A hero rises to face an unexpected challenge.,145.38,7394,6.3,es,"Drama, Horror",https://image.tmdb.org/t/p/w500/sample_poster_5156.jpg
Movie 5157,2023-02-21,A mysterious event changes everything for a small town.,207.77,7846,4.8,en,Action,https://image.tmdb.org/t/p/w500/sample_poster_5157.jpg
Movie 5158,2019-05-21,A thrilling story about courage and destiny.,381.39,11823,5.7,en,"Adventure, Action",https://image.tmdb.org/t/p/w500/sample_poster_5158.jpg
Movie 5159,2017-11-01,"A dramatic journey of love, loss, and redemption.",705.52,6062,8.2,ko,Adventure,https://image.tmdb.org/t/p/w500/sample_poster_5159.jpg
Movie 5160,1993-06-02,A group of friends embark on an unforgettable adventure.,554.78,19157,1.3,fr,Action,https://image.tmdb.org/t/p/w500/sample_poster_5160.jpg
Movie 5161,2008-10-13,A mysterious event changes everything for a small town.,170.32,8289,5.6,es,Sci-Fi,https://image.tmdb.org/t/p/w500/sample_poster_5161.jpg
Movie 5162,1985-02-02,A hero rises to face an unexpected challenge.,656.3,14436,5.6,ja,"Horror, Romance",https://image.tmdb.org/t/p/w500/sample_poster_5162.jpg
Movie 5163,1981-07-20,A hero rises to face an unexpected challenge.,927.62,8015,4.6,ja,Sci-Fi,https://image.tmdb.org/t/p/w500/sample_poster_5163.jpg
Movie 5164,2020-04-11,A group of friends embark on an unforgettable adventure.,144.1,10651,5.5,it,"Comedy, Action",https://image.tmdb.org/t/p/w500/sample_poster_5164.jpg
Movie 5165,1996-09-28,A hero rises to face an unexpected challenge.,455.65,12104,6.1,en,"Action, Adventure",https://image.tmdb.org/t/p/w500/sample_poster_5165.jpg
Movie 5166,2015-03-23,A thrilling story about courage and destiny.,304.43,7312,3.2,hi,"Action, Fantasy",https://image.tmdb.org/t/p/w500/sample_poster_5166.jpg
